java_file,acoco,CAMC,CAMC-cvc,cc,coco,fout,hsd,hse,hsv,LCOM5,LCOM5-cvc,loc,midx,MMAC,MMAC-cvc,mncoco,mxcoco,NHD,NHD-cvc,nobl,nocl,SCOM,SCOM-cvc
/examples/java/src/main/java/org/apache/beam/examples/complete/game/utils/WriteToBigQuery_expand_3.java,-,-,-,1,-,0,6.519,2907.741,446.074,-,-,11,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/utils/WriteToText_expand_2.java,-,-,-,2,-,0,9.842,4443.06,451.434,-,-,12,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/utils/WriteToBigQuery_WriteToBigQuery_0.java,-,-,-,1,-,0,3,75.799,25.266,-,-,1,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/game/utils/WriteToText_WriteToText_0.java,-,-,-,1,-,0,3,75.799,25.266,-,-,1,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/TfIdf_runTfIdf_1.java,-,-,-,1,-,0,7.895,3221.608,408.07,-,-,9,100,-,-,-,-,-,-,2,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/TrafficRoutes_tryParseStationType_3.java,-,-,-,1,-,0,7.5,571.103,76.147,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/TrafficMaxLaneFlow_tryDoubleParse_3.java,-,-,-,2,-,0,5.333,548.259,102.799,-,-,7,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/TfIdf_main_2.java,-,-,-,1,-,0,7.15,1193.393,166.908,-,-,4,100,-,-,-,-,-,-,1,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/TrafficRoutes_tryParseTimestamp_5.java,-,-,-,1,-,0,7.5,571.103,76.147,-,-,3,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/TrafficRoutes_buildStationInfo_7.java,-,-,-,1,-,0,18,5618.264,312.126,-,-,7,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/kafkatopubsub/KafkaToPubsub_run_1.java,-,-,-,7,-,0,19.929,57350.772,2877.817,-,-,55,89.671,-,-,-,-,-,-,10,7,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/kafkatopubsub/kafka/consumer/SslConsumerFactoryFn_checkFileExists_2.java,-,-,-,2,-,0,9.667,3321.905,343.645,-,-,12,100,-,-,-,-,-,-,0,0,-,-
/examples/java/src/main/java/org/apache/beam/examples/complete/kafkatopubsub/kafka/consumer/Utils_isSslSpecified_4.java,-,-,-,4,-,0,9.167,1686.078,183.936,-,-,6,100,-,-,-,-,-,-,0,0,-,-
